id,sample_category,sha,msg_index,labels_gpt,labels_claude,labels_a1,labels_a2,labels_consensus
225,5.1 Code Review,837b5429be576c32f3161fb717e72ee47fe6f203,79,"5.1 Code Review
7.5 Sentiment Expression","7.5 Sentiment Expression
5.1 Code Review
4.1 Information Injection",7.5 Sentiment Expression,"7.5 Sentiment Expression
5.1 Code Review
4.1 Information Injection","5.1 Code Review
7.5 Sentiment Expression"
226,5.1 Code Review,9d6a86e4f7d5e8462e88e16ceff5afb81351492a,3,"2.2 Symptom Description
5.1 Code Review","2.2 Symptom Description
5.1 Code Review",5.1 Code Review,"2.2 Symptom Description
5.1 Code Review","2.2 Symptom Description
5.1 Code Review"
227,5.1 Code Review,2ff4d76dc20df52220438ae6cbd8b5ddb2d13f57,1,5.1 Code Review,5.1 Code Review,5.1 Code Review,5.1 Code Review,5.1 Code Review
228,5.1 Code Review,512948a03d0362125c4ef2ed5197b0ac1bdf68cf,12,"1.2 Iterative Modification
5.1 Code Review","1.3 Alignment Correction
5.1 Code Review",1.3 Alignment Correction,1.3 Alignment Correction,1.3 Alignment Correction
229,5.1 Code Review,ce9261153e6200152185684270d6a2e028f4d6d1,1,5.1 Code Review,3.2 Project Comprehension,5.1 Code Review,5.1 Code Review,5.1 Code Review
230,5.1 Code Review,61a835db2a190c1e2dd3abaec65acc524a50527e,6,5.1 Code Review,5.1 Code Review,5.1 Code Review,5.1 Code Review,5.1 Code Review
231,5.1 Code Review,989796f60063c6ce225a2131e2c7983ad947a9c8,6,5.1 Code Review,5.1 Code Review,5.1 Code Review,5.1 Code Review,5.1 Code Review
232,5.1 Code Review,1d19199de5570d4284ac13a5f973d3114389803c,0,5.1 Code Review,5.1 Code Review,5.1 Code Review,5.1 Code Review,5.1 Code Review
233,5.1 Code Review,8a9a72a4b2ce7461763cc1642255c636b7d6b558,0,"1.2 Iterative Modification
5.1 Code Review
6.1 Documentation","1.2 Iterative Modification
5.1 Code Review",5.1 Code Review,"5.1 Code Review
1.2 Iterative Modification","5.1 Code Review
1.2 Iterative Modification"
234,5.1 Code Review,a823aaaa71c775d0809c964f794d6a70d3e98fd4,10,"1.2 Iterative Modification
5.1 Code Review","3.2 Project Comprehension
1.2 Iterative Modification","1.2 Iterative Modification
5.1 Code Review","5.1 Code Review
1.2 Iterative Modification","1.2 Iterative Modification
5.1 Code Review"
235,5.1 Code Review,35314dfc9ca70bb7265f7889713c4d6435b6ea8c,36,"5.1 Code Review
6.1 Documentation","5.1 Code Review
3.2 Project Comprehension",5.1 Code Review,"5.1 Code Review
3.2 Project Comprehension",5.1 Code Review
236,5.1 Code Review,7381c26a3044a67729ff9d312c88cfa2e9a2e629,0,"5.1 Code Review
3.2 Project Comprehension",3.2 Project Comprehension,3.2 Project Comprehension,3.2 Project Comprehension,3.2 Project Comprehension
237,5.1 Code Review,7b210daa0395aee4b2a520d1d8ab27b49bc0386f,32,"7.2 Continuation
5.1 Code Review",3.2 Project Comprehension,7.2 Continuation,7.2 Continuation,7.2 Continuation
238,5.1 Code Review,7ba272265e28ddb5766129d9ce798c76e4d4e13e,0,"2.2 Symptom Description
5.1 Code Review","3.2 Project Comprehension
2.2 Symptom Description",5.1 Code Review,"3.2 Project Comprehension
2.2 Symptom Description","2.2 Symptom Description
5.1 Code Review"
239,5.1 Code Review,d6d36791c944e547ec14cf330d9f8d9caa184c0d,34,5.1 Code Review,"7.5 Sentiment Expression
5.1 Code Review","5.1 Code Review
7.5 Sentiment Expression","5.1 Code Review
7.5 Sentiment Expression","5.1 Code Review
7.5 Sentiment Expression"
240,5.1 Code Review,8da54818c54d97f078b9e9907d862d3963133185,14,"1.2 Iterative Modification
5.1 Code Review","2.2 Symptom Description
1.2 Iterative Modification","2.2 Symptom Description
1.2 Iterative Modification","1.2 Iterative Modification
5.1 Code Review","1.2 Iterative Modification
5.1 Code Review"
241,5.2 Runtime Inspection,f5a796b8724265e0ebe5cced4e6cb1d69cba6bb4,21,5.2 Runtime Inspection,3.2 Project Comprehension,3.2 Project Comprehension,3.2 Project Comprehension,3.2 Project Comprehension
242,5.2 Runtime Inspection,140ebccac99185251e34f3bf677e1bda4fc5c7bf,7,"6.2 Toolchain Operation
5.2 Runtime Inspection",5.1 Code Review,7.2 Continuation,"5.1 Code Review
7.2 Continuation","5.1 Code Review
7.2 Continuation"
243,5.2 Runtime Inspection,cdb268ccdb6689786ac1df89a63f1eae0081fc5d,6,"2.2 Symptom Description
5.2 Runtime Inspection",5.2 Runtime Inspection,3.1 Planning & Consultation,5.2 Runtime Inspection,5.2 Runtime Inspection
244,5.2 Runtime Inspection,ddb92dd035e1c667b799d40c24b806c69a1c64aa,22,"6.2 Toolchain Operation
5.2 Runtime Inspection","6.2 Toolchain Operation
5.2 Runtime Inspection",6.2 Toolchain Operation,"5.2 Runtime Inspection
6.2 Toolchain Operation","6.2 Toolchain Operation
5.2 Runtime Inspection"
245,5.2 Runtime Inspection,7050ff3af7b4d3f3676b505498863c5d359a366e,3,5.2 Runtime Inspection,7.2 Continuation,7.3 Deferred Debugging,7.3 Deferred Debugging,7.3 Deferred Debugging
246,5.2 Runtime Inspection,f01efbeb6cad57d23e0fc550b75ec85a32c2bde8,23,5.2 Runtime Inspection,5.2 Runtime Inspection,5.2 Runtime Inspection,5.2 Runtime Inspection,5.2 Runtime Inspection
247,5.2 Runtime Inspection,89a754a15e9ad76d35da0676ede91db2e356c287,1,"6.2 Toolchain Operation
5.2 Runtime Inspection","6.2 Toolchain Operation
5.2 Runtime Inspection",6.2 Toolchain Operation,"6.2 Toolchain Operation
5.2 Runtime Inspection","6.2 Toolchain Operation
5.2 Runtime Inspection"
248,5.2 Runtime Inspection,a4ff07369f625d16bfa45054edc946f3401567be,0,"1.2 Iterative Modification
2.1 Log Paste
5.2 Runtime Inspection","2.1 Log Paste
2.2 Symptom Description
5.1 Code Review",2.1 Log Paste,"2.1 Log Paste
2.2 Symptom Description
5.1 Code Review","2.1 Log Paste
2.2 Symptom Description"
249,5.2 Runtime Inspection,b374b540996790d3338b163df0af8fa87f4cf1be,2,"3.2 Project Comprehension
5.2 Runtime Inspection
6.2 Toolchain Operation","3.1 Planning & Consultation
3.2 Project Comprehension
5.2 Runtime Inspection","5.2 Runtime Inspection
3.2 Project Comprehension","3.1 Planning & Consultation
5.2 Runtime Inspection","3.2 Project Comprehension
5.2 Runtime Inspection"
250,5.2 Runtime Inspection,9129d28c78f4d5b3dba788dd1aed361bbf6d70bb,19,5.2 Runtime Inspection,5.2 Runtime Inspection,5.2 Runtime Inspection,5.2 Runtime Inspection,5.2 Runtime Inspection
251,5.2 Runtime Inspection,6c6ecf40e8710ef1dbc6ab3a6d076e02494f1d34,28,5.2 Runtime Inspection,3.2 Project Comprehension,5.2 Runtime Inspection,5.2 Runtime Inspection,5.2 Runtime Inspection
252,5.2 Runtime Inspection,01c1a8ac5d36e5d726dc54274867009d42aa9bea,0,5.2 Runtime Inspection,5.2 Runtime Inspection,5.2 Runtime Inspection,5.2 Runtime Inspection,5.2 Runtime Inspection
253,5.2 Runtime Inspection,f7698ad980f8f7490a1d9af13bc81e6214c06de4,0,"6.2 Toolchain Operation
1.2 Iterative Modification
5.2 Runtime Inspection","1.2 Iterative Modification
6.1 Documentation
6.2 Toolchain Operation","1.2 Iterative Modification
2.2 Symptom Description","1.2 Iterative Modification
6.1 Documentation
6.2 Toolchain Operation","1.2 Iterative Modification
6.2 Toolchain Operation"
254,5.2 Runtime Inspection,ac8960caa49c91d753e91695b771599a789b7c73,0,"5.2 Runtime Inspection
6.2 Toolchain Operation",5.2 Runtime Inspection,5.2 Runtime Inspection,5.2 Runtime Inspection,5.2 Runtime Inspection
255,5.2 Runtime Inspection,b46c95e3c3179ddd834af1daa9ef5b4c6458358c,3,"6.1 Documentation
4.2 Behavior Specification
6.2 Toolchain Operation
5.2 Runtime Inspection","6.1 Documentation
6.2 Toolchain Operation
4.2 Behavior Specification",6.1 Documentation,"6.1 Documentation
6.2 Toolchain Operation
4.2 Behavior Specification","6.1 Documentation
6.2 Toolchain Operation
4.2 Behavior Specification"
256,5.2 Runtime Inspection,8da763ec47b64f17681b672c89e0cde7c5851d29,45,5.2 Runtime Inspection,"3.2 Project Comprehension
2.1 Log Paste",3.2 Project Comprehension,3.2 Project Comprehension,3.2 Project Comprehension
257,5.2 Runtime Inspection,75e45942ac9a22da86d1f7d47f74fe84edf32957,4,5.2 Runtime Inspection,5.2 Runtime Inspection,5.2 Runtime Inspection,5.2 Runtime Inspection,5.2 Runtime Inspection
258,5.2 Runtime Inspection,a6daedc5a9ac827e78be6e1ce2390c1a19e8d521,2,"6.2 Toolchain Operation
5.2 Runtime Inspection","1.3 Alignment Correction
7.5 Sentiment Expression",1.3 Alignment Correction,1.3 Alignment Correction,1.3 Alignment Correction
259,5.2 Runtime Inspection,a002adbf30b31fcf728ff09cede2c48e3e21d954,0,5.2 Runtime Inspection,"5.2 Runtime Inspection
4.1 Information Injection",5.2 Runtime Inspection,5.2 Runtime Inspection,5.2 Runtime Inspection
260,5.2 Runtime Inspection,cb9f329f105efc3adc6e30d4dfc65f9204b05fef,13,"6.2 Toolchain Operation
5.2 Runtime Inspection","6.2 Toolchain Operation
5.2 Runtime Inspection",6.2 Toolchain Operation,"6.2 Toolchain Operation
5.2 Runtime Inspection","6.2 Toolchain Operation
5.2 Runtime Inspection"
261,6.1 Documentation,909a3719c461e981f2f82311d00f70528571a3d5,7,6.1 Documentation,1.2 Iterative Modification,4.2 Behavior Specification,4.2 Behavior Specification,4.2 Behavior Specification
262,6.1 Documentation,23e7b3a16fcd9c092f0f206f211a64b01f3e7f25,11,6.1 Documentation,6.1 Documentation,6.1 Documentation,6.1 Documentation,6.1 Documentation
263,6.1 Documentation,1c9dd00cd1f58bfb3c720fe75f2e2871bab37bdb,0,6.1 Documentation,6.1 Documentation,6.1 Documentation,6.1 Documentation,6.1 Documentation
264,6.1 Documentation,c2abbf3f85ec70259b67c6cdaa5da9eeeb52b008,1,"6.1 Documentation
3.1 Planning & Consultation","6.1 Documentation
4.2 Behavior Specification",6.1 Documentation,6.1 Documentation,6.1 Documentation
265,6.1 Documentation,abb0f72bffd774bc6312b3428369d0d2bb0c18f0,8,6.1 Documentation,6.1 Documentation,6.1 Documentation,6.1 Documentation,6.1 Documentation
266,6.1 Documentation,5c869d21fbf61355b349c3cd334c7ac4544a4a51,0,"2.2 Symptom Description
2.1 Log Paste
6.1 Documentation","2.1 Log Paste
2.2 Symptom Description
3.1 Planning & Consultation
6.1 Documentation","5.1 Code Review
6.1 Documentation","2.1 Log Paste
3.1 Planning & Consultation
6.1 Documentation","2.1 Log Paste
6.1 Documentation"
267,6.1 Documentation,aefb17ba87e19bb60767eaa3fa9ae4ecbd101791,6,"6.2 Toolchain Operation
6.1 Documentation","6.2 Toolchain Operation
6.1 Documentation",6.1 Documentation,"6.2 Toolchain Operation
6.1 Documentation","6.2 Toolchain Operation
6.1 Documentation"
268,6.1 Documentation,19f80fb1b94900472095e2cbca7042667b90fcd4,30,"1.1 New Implementation
6.1 Documentation","1.1 New Implementation
6.1 Documentation",1.1 New Implementation,"1.1 New Implementation
6.1 Documentation","1.1 New Implementation
6.1 Documentation"
269,6.1 Documentation,c4d5a18a275cb244c84b027677826591745eff33,3,"6.1 Documentation
3.1 Planning & Consultation",6.1 Documentation,6.1 Documentation,6.1 Documentation,6.1 Documentation
270,6.1 Documentation,a0d32d294a2c298f728a8c763381ecd2daf19b0f,0,"6.1 Documentation
4.1 Information Injection",1.2 Iterative Modification,1.2 Iterative Modification,"6.1 Documentation
4.1 Information Injection","6.1 Documentation
4.1 Information Injection"
271,6.1 Documentation,456c4bcd89e09b84183f021075ab32a82685d18a,0,6.1 Documentation,"6.1 Documentation
3.2 Project Comprehension",6.1 Documentation,6.1 Documentation,6.1 Documentation
272,6.1 Documentation,8ad9c5c2e404f0bdcf4e2b331b82f5f23cbf053d,3,"6.1 Documentation
4.1 Information Injection","4.1 Information Injection
3.1 Planning & Consultation",4.1 Information Injection,4.1 Information Injection,4.1 Information Injection
273,6.1 Documentation,f95d1cb538a1e33eb08f29324075ed466e418839,4,"6.1 Documentation
1.2 Iterative Modification","6.1 Documentation
6.2 Toolchain Operation","6.1 Documentation
6.2 Toolchain Operation","6.1 Documentation
6.2 Toolchain Operation","6.1 Documentation
6.2 Toolchain Operation"
274,6.1 Documentation,e7d0ccf22331cdf95332d489d48243b105ecdb52,1,6.1 Documentation,"5.1 Code Review
3.1 Planning & Consultation",3.1 Planning & Consultation,3.1 Planning & Consultation,3.1 Planning & Consultation
275,6.1 Documentation,50f22d4e3d7420215bfdf8dadde7337fda659919,5,"6.1 Documentation
3.2 Project Comprehension","3.2 Project Comprehension
6.1 Documentation",3.2 Project Comprehension,"3.2 Project Comprehension
6.1 Documentation","6.1 Documentation
3.2 Project Comprehension"
276,6.1 Documentation,8a65223e5dcb3a6cf18792c4828b60b58dc1748e,2,6.1 Documentation,"6.1 Documentation
3.2 Project Comprehension",6.1 Documentation,6.1 Documentation,6.1 Documentation
277,6.1 Documentation,7624902c98b76d9db68c3a670f0344ddeac9591b,1,"6.2 Toolchain Operation
6.1 Documentation","6.1 Documentation
6.2 Toolchain Operation",6.2 Toolchain Operation,"6.2 Toolchain Operation
6.1 Documentation","6.2 Toolchain Operation
6.1 Documentation"
278,6.1 Documentation,0aa302eb99efd23f3c16e3f67b0726a2e97b7ae8,0,"6.1 Documentation
3.3 General Knowledge Query","3.3 General Knowledge Query
6.1 Documentation",1.1 New Implementation,6.1 Documentation,6.1 Documentation
279,6.1 Documentation,a2aa325669063c22f64d6132cc05daf9f279b964,2,"6.1 Documentation
3.1 Planning & Consultation","6.1 Documentation
3.1 Planning & Consultation","6.1 Documentation
3.1 Planning & Consultation","6.1 Documentation
3.1 Planning & Consultation","6.1 Documentation
3.1 Planning & Consultation"
280,6.1 Documentation,8b567d037cb64bc96f9817576d45cc9540afbf6c,4,"6.1 Documentation
1.2 Iterative Modification",6.1 Documentation,1.2 Iterative Modification,6.1 Documentation,"6.1 Documentation
1.2 Iterative Modification"
281,6.2 Toolchain Operation,3c7dd82d4b14874a17144c156a6418fe15ab17fd,0,6.2 Toolchain Operation,6.2 Toolchain Operation,6.2 Toolchain Operation,6.2 Toolchain Operation,6.2 Toolchain Operation
282,6.2 Toolchain Operation,bd6fb8d595e248d58ab7f35b065fcfdb716a7724,0,6.2 Toolchain Operation,6.2 Toolchain Operation,6.2 Toolchain Operation,6.2 Toolchain Operation,6.2 Toolchain Operation
283,6.2 Toolchain Operation,98960bced3dd0b640a8ea0e2547c327d765c6c39,0,6.2 Toolchain Operation,5.2 Runtime Inspection,5.2 Runtime Inspection,5.2 Runtime Inspection,5.2 Runtime Inspection
284,6.2 Toolchain Operation,bf6ff4ee55d7433955c7636ea4a240fd9f0c4cee,42,6.2 Toolchain Operation,6.2 Toolchain Operation,5.1 Code Review,6.2 Toolchain Operation,6.2 Toolchain Operation
285,6.2 Toolchain Operation,24dd2f8413da1a56623ebd660cf5058fe7fbc7eb,108,"6.2 Toolchain Operation
4.2 Behavior Specification",3.1 Planning & Consultation,6.2 Toolchain Operation,6.2 Toolchain Operation,6.2 Toolchain Operation
286,6.2 Toolchain Operation,5634e5abdcde8cee05a00aa39cef85ef41b1c0b5,19,"6.2 Toolchain Operation
1.2 Iterative Modification",7.4 Deferred Implementation,6.2 Toolchain Operation,6.2 Toolchain Operation,6.2 Toolchain Operation
287,6.2 Toolchain Operation,07b55bb651bd7a161742da43f1ccb251b7b18a19,2,"6.2 Toolchain Operation
4.1 Information Injection",6.2 Toolchain Operation,6.2 Toolchain Operation,6.2 Toolchain Operation,6.2 Toolchain Operation
288,6.2 Toolchain Operation,34bafcb53fdf433cdb8964faa05751357fec35e0,10,"2.3 Error Persistence
6.2 Toolchain Operation","2.3 Error Persistence
5.2 Runtime Inspection","2.3 Error Persistence
5.2 Runtime Inspection","2.3 Error Persistence
5.2 Runtime Inspection","2.3 Error Persistence
5.2 Runtime Inspection"
289,6.2 Toolchain Operation,58fb278b70e99b814899e076da0c7776154eb05f,11,"6.2 Toolchain Operation
6.1 Documentation","7.1 Confirmation
6.2 Toolchain Operation
6.1 Documentation","7.1 Confirmation
6.2 Toolchain Operation","7.1 Confirmation
6.2 Toolchain Operation
6.1 Documentation","7.1 Confirmation
6.2 Toolchain Operation
6.1 Documentation"
290,6.2 Toolchain Operation,15f347b142d7ece926b05f204adf250a12278459,2,"6.2 Toolchain Operation
1.1 New Implementation",1.1 New Implementation,6.1 Documentation,1.1 New Implementation,1.1 New Implementation
291,6.2 Toolchain Operation,53ba04be19fe7f25dd4c199ed5385911b8c24903,1,6.2 Toolchain Operation,6.2 Toolchain Operation,6.2 Toolchain Operation,6.2 Toolchain Operation,6.2 Toolchain Operation
292,6.2 Toolchain Operation,713aea91d018124e689804c1816ce01a91994048,3,"1.2 Iterative Modification
6.2 Toolchain Operation",1.2 Iterative Modification,1.2 Iterative Modification,1.2 Iterative Modification,1.2 Iterative Modification
293,6.2 Toolchain Operation,8cc81a0c46274768f9df85bf6cda01eda53375b3,11,"6.2 Toolchain Operation
4.1 Information Injection","1.3 Alignment Correction
6.1 Documentation","1.2 Iterative Modification
5.1 Code Review","1.3 Alignment Correction
6.1 Documentation","1.3 Alignment Correction
6.1 Documentation"
294,6.2 Toolchain Operation,2baf7f4f3e17ca7929cc835759adbd3d628471f2,28,6.2 Toolchain Operation,3.2 Project Comprehension,3.2 Project Comprehension,3.2 Project Comprehension,3.2 Project Comprehension
295,6.2 Toolchain Operation,d717d09e8b780b0bc5a45bed43ffdac94e43632d,23,"6.2 Toolchain Operation
7.1 Confirmation",7.1 Confirmation,7.1 Confirmation,7.1 Confirmation,7.1 Confirmation
296,6.2 Toolchain Operation,5cf2e7c01c3136be49fa85b2f1dbfe60551c0067,22,6.2 Toolchain Operation,1.2 Iterative Modification,4.2 Behavior Specification,4.2 Behavior Specification,4.2 Behavior Specification
297,6.2 Toolchain Operation,bee6c7ca2cd4bf4f29e4b2b08738754a36f0e858,1,6.2 Toolchain Operation,6.2 Toolchain Operation,6.2 Toolchain Operation,6.2 Toolchain Operation,6.2 Toolchain Operation
298,6.2 Toolchain Operation,aecc1bd8e2b6d3b86f9bcf293e25fd5a145843a0,6,"6.1 Documentation
6.2 Toolchain Operation","6.1 Documentation
3.2 Project Comprehension","1.2 Iterative Modification
4.1 Information Injection","3.2 Project Comprehension
6.1 Documentation","3.2 Project Comprehension
6.1 Documentation"
299,6.2 Toolchain Operation,d05544c14fe9cecea462d1d86bf55f4d91145a37,0,6.2 Toolchain Operation,6.2 Toolchain Operation,6.2 Toolchain Operation,6.2 Toolchain Operation,6.2 Toolchain Operation
300,6.2 Toolchain Operation,26a1ed4bbc3a3b6e4850728fbca67f4f8a24b2e7,18,6.2 Toolchain Operation,7.2 Continuation,6.2 Toolchain Operation,6.2 Toolchain Operation,6.2 Toolchain Operation
301,7.1 Confirmation,f8c7e85f8d1e63b536b79ff5bc21a51ca276ddf9,2,7.1 Confirmation,7.1 Confirmation,7.1 Confirmation,7.1 Confirmation,7.1 Confirmation
302,7.1 Confirmation,496f6bbb7c89c02721dc600aaad4f3540d489516,37,7.1 Confirmation,7.1 Confirmation,7.1 Confirmation,7.1 Confirmation,7.1 Confirmation
303,7.1 Confirmation,fcb799c4f14988f8fe37b6b209eff5b3845cd7aa,81,7.1 Confirmation,3.2 Project Comprehension,3.2 Project Comprehension,3.2 Project Comprehension,3.2 Project Comprehension
304,7.1 Confirmation,883ae4fbddb7a6a121ce5caa5f6fe328d646ebb7,13,7.1 Confirmation,7.1 Confirmation,7.1 Confirmation,7.1 Confirmation,7.1 Confirmation
305,7.1 Confirmation,0b21f5d4a02254ebcd4ab1e0d7d0e12bd777dc67,12,7.1 Confirmation,7.1 Confirmation,7.1 Confirmation,7.1 Confirmation,7.1 Confirmation
306,7.1 Confirmation,04c473f13e2ce861ada8a56b106bfe3b9d7706de,4,7.1 Confirmation,4.1 Information Injection,7.1 Confirmation,7.1 Confirmation,7.1 Confirmation
307,7.1 Confirmation,a32f3b44be51e4b241d583ef76f7e768f499d3c5,16,7.1 Confirmation,7.1 Confirmation,7.1 Confirmation,7.1 Confirmation,7.1 Confirmation
308,7.1 Confirmation,3b9532f697239c7644f79950a331eb6ddc670f4a,8,7.1 Confirmation,7.1 Confirmation,7.1 Confirmation,7.1 Confirmation,7.1 Confirmation
309,7.1 Confirmation,461f58ca1caac1b176ef6513d0540d595cfd9e7e,4,7.1 Confirmation,7.1 Confirmation,7.1 Confirmation,7.1 Confirmation,7.1 Confirmation
310,7.1 Confirmation,a002adbf30b31fcf728ff09cede2c48e3e21d954,27,7.1 Confirmation,7.1 Confirmation,7.1 Confirmation,7.1 Confirmation,7.1 Confirmation
311,7.1 Confirmation,9ecdf29a8ded233cce07384a5a6dd2cbfaa696f6,4,7.1 Confirmation,7.2 Continuation,7.2 Continuation,7.2 Continuation,7.2 Continuation
312,7.1 Confirmation,af405d4ce82e599d9316ec55f33c0929a0a6fc3a,5,"2.1 Log Paste
7.1 Confirmation","7.1 Confirmation
2.1 Log Paste
2.2 Symptom Description",2.2 Symptom Description,"7.1 Confirmation
2.1 Log Paste
2.2 Symptom Description
7.5 Sentiment Expression","7.1 Confirmation
2.1 Log Paste
2.2 Symptom Description"
313,7.1 Confirmation,15604fd8f27ef64cb05860ba571a20bafe774caf,16,7.1 Confirmation,7.1 Confirmation,7.1 Confirmation,7.1 Confirmation,7.1 Confirmation
314,7.1 Confirmation,ddcd0aeaf55b1135d3d174978b05ddb634fdab56,6,7.1 Confirmation,7.1 Confirmation,7.1 Confirmation,7.1 Confirmation,7.1 Confirmation
315,7.1 Confirmation,58a6dc94cb12742f0876a0605866996605a3672a,5,7.1 Confirmation,7.1 Confirmation,7.1 Confirmation,7.1 Confirmation,7.1 Confirmation
316,7.1 Confirmation,7ab26f3d7f2e8b5e7c8701b5ff5625172992bb8b,3,"6.2 Toolchain Operation
7.1 Confirmation","6.2 Toolchain Operation
7.1 Confirmation",6.2 Toolchain Operation,"6.2 Toolchain Operation
7.1 Confirmation","6.2 Toolchain Operation
7.1 Confirmation"
317,7.1 Confirmation,c4e51d66d402daf7d670b8059e30b7620834eb4c,2,7.1 Confirmation,8.1 Others,8.1 Others,8.1 Others,8.1 Others
318,7.1 Confirmation,a0131edd6f9369d9f668cb3a96b5fc027c46a75a,4,7.1 Confirmation,7.1 Confirmation,7.1 Confirmation,7.1 Confirmation,7.1 Confirmation
319,7.1 Confirmation,a18c561e7ec2e8391285bdd177adc927a2919ec4,9,7.1 Confirmation,7.1 Confirmation,7.1 Confirmation,7.1 Confirmation,7.1 Confirmation
320,7.1 Confirmation,ade19ba57e2c70a1c9c3b333bc3432fd9cdb1bbb,19,"7.1 Confirmation
7.5 Sentiment Expression","7.1 Confirmation
7.5 Sentiment Expression",7.5 Sentiment Expression,"7.1 Confirmation
7.5 Sentiment Expression","7.1 Confirmation
7.5 Sentiment Expression"
321,7.2 Continuation,50cbce59c70403dc48f2eea59d1777bc278fc73a,6,7.2 Continuation,7.2 Continuation,7.2 Continuation,7.2 Continuation,7.2 Continuation
322,7.2 Continuation,acfb82916699e207407b634b7b214aa41ab8b1c4,1,7.2 Continuation,7.2 Continuation,7.2 Continuation,7.2 Continuation,7.2 Continuation
323,7.2 Continuation,9b76a743d00be15ca14547ca25e702031c88b66f,15,7.2 Continuation,7.2 Continuation,7.2 Continuation,7.2 Continuation,7.2 Continuation
324,7.2 Continuation,98b8cfe14c72387ab8cef15f634ae3afe677772d,0,7.2 Continuation,7.2 Continuation,7.2 Continuation,7.2 Continuation,7.2 Continuation
325,7.2 Continuation,c51e56d3eba6f8489250fc250627253aa5542734,1,"1.1 New Implementation
7.2 Continuation",7.4 Deferred Implementation,6.1 Documentation,7.1 Confirmation,7.1 Confirmation
326,7.2 Continuation,edf285d62c28aefc03261aa491b72431d9bac83e,25,7.2 Continuation,7.2 Continuation,7.2 Continuation,7.2 Continuation,7.2 Continuation
327,7.2 Continuation,f7ef9a670c2ed99e51d24870855e138933da6665,1,7.2 Continuation,7.2 Continuation,7.2 Continuation,7.2 Continuation,7.2 Continuation
328,7.2 Continuation,8d7ef1cdea781f8e0fbe0723c3b20ad87cd6e7b6,27,7.2 Continuation,7.2 Continuation,7.2 Continuation,7.2 Continuation,7.2 Continuation
329,7.2 Continuation,4e9f366579e2179f83268ef02e99390708e7294e,8,7.2 Continuation,7.2 Continuation,7.2 Continuation,7.2 Continuation,7.2 Continuation
330,7.2 Continuation,8cc81a0c46274768f9df85bf6cda01eda53375b3,7,7.2 Continuation,7.2 Continuation,7.2 Continuation,7.2 Continuation,7.2 Continuation
331,7.2 Continuation,3b82b288abb2bd5fd97cc8186be358fce618f3d7,2,7.2 Continuation,7.2 Continuation,7.1 Confirmation,7.2 Continuation,7.2 Continuation
332,7.2 Continuation,c9553ffe9a81ad9e2084152a1dc1afc3b92b415d,7,7.2 Continuation,7.2 Continuation,7.2 Continuation,7.2 Continuation,7.2 Continuation
333,7.2 Continuation,6087cf7e3ab4f687d454b9b3bfc423d680248871,7,"3.1 Planning & Consultation
7.2 Continuation","3.1 Planning & Consultation
7.5 Sentiment Expression",3.1 Planning & Consultation,3.1 Planning & Consultation,3.1 Planning & Consultation
334,7.2 Continuation,566d4ca1fcfc59bec9fdd1c4ea090927153bdde3,3,7.2 Continuation,7.2 Continuation,7.2 Continuation,7.2 Continuation,7.2 Continuation
335,7.2 Continuation,71896f7aeb7705d7d773f0750ba96f03f9928672,1,"4.1 Information Injection
7.2 Continuation","7.2 Continuation
4.1 Information Injection","4.1 Information Injection
7.2 Continuation","4.1 Information Injection
7.2 Continuation","4.1 Information Injection
7.2 Continuation"
336,7.2 Continuation,c4e98a215669b58b5ac82f0ae9b86a978fdc96c2,4,7.2 Continuation,7.2 Continuation,7.2 Continuation,7.2 Continuation,7.2 Continuation
337,7.2 Continuation,2130ef7b82075e1c4c35649fa721731c409b3d71,1,7.2 Continuation,7.2 Continuation,7.2 Continuation,7.2 Continuation,7.2 Continuation
338,7.2 Continuation,f2ff054748ca73317f3807a724b94dd1953f91cd,0,7.2 Continuation,7.2 Continuation,7.2 Continuation,7.2 Continuation,7.2 Continuation
339,7.2 Continuation,e4c98a937d1148cc1a358c991065d0218c65b7cf,1,7.2 Continuation,7.2 Continuation,7.2 Continuation,7.2 Continuation,7.2 Continuation
340,7.2 Continuation,750c08aaf406f271d8c5e955c93a39cf60c2ba98,1,7.2 Continuation,7.4 Deferred Implementation,7.4 Deferred Implementation,7.4 Deferred Implementation,7.4 Deferred Implementation
341,7.3 Deferred Debugging,8f1b0d082020e7f0ae6c499b1609dcd3b68fca95,0,7.3 Deferred Debugging,7.3 Deferred Debugging,7.4 Deferred Implementation,7.3 Deferred Debugging,7.3 Deferred Debugging
342,7.3 Deferred Debugging,30e5b498371de97e3fadd1c8791ab2713a3654b8,20,7.3 Deferred Debugging,7.3 Deferred Debugging,"1.2 Iterative Modification
7.3 Deferred Debugging","1.2 Iterative Modification
7.3 Deferred Debugging","1.2 Iterative Modification
7.3 Deferred Debugging"
343,7.3 Deferred Debugging,27fa735f44b5633c0e1518783a4942ab8d6ebf3a,0,7.3 Deferred Debugging,7.3 Deferred Debugging,7.3 Deferred Debugging,7.3 Deferred Debugging,7.3 Deferred Debugging
344,7.3 Deferred Debugging,b697ee449e6e06733e5d92ee9a8fcd9140ffb461,16,7.3 Deferred Debugging,7.3 Deferred Debugging,7.3 Deferred Debugging,7.3 Deferred Debugging,7.3 Deferred Debugging
